"Acre";"N Atividades administrativas e serviços complementares";190;213;219;245;305;342;333;3011;3360;4933;5080;5978;6552;9167;2814;3105;4644;4764;5649;6122;8698;13524;17303;27937;31870;47837;48175;80202;1,1;1,1;1,1;1,2;1,3;1,2;1,1
"Acre";"O Administração pública, defesa e seguridade social";99;105;97;99;107;106;107;48315;53692;39628;34699;44266;44727;40240;48302;53687;39624;34696;44234;44715;40238;1392494;1579606;1516003;915648;1703843;1932663;2060757;6,3;6,1;7,0;4,4;5,8;6,2;6,2
"Acre";"P Educação";528;541;620;676;415;751;743;2862;3022;17278;14952;19469;16968;16111;2727;2865;17110;14799;19213;16817;15933;68882;79361;385721;334281;447032;505634;578173;5,8;5,7;4,2;3,4;3,6;3,9;3,6
"Acre";"Q Saúde humana e serviços sociais";124;149;160;162;199;215;223;1321;1929;2294;3601;4811;5445;10456;1126;1708;2074;3367;4553;5130;10120;10486;21537;29833;42158;85509;117142;376592;2,1;2,7;2,7;2,9;3,0;3,3;4,5
"Acre";"R Artes, cultura, esporte e recreação";70;54;70;54;72;86;99;572;551;572;783;610;657;716;501;493;495;716;542;566;604;6321;6960;8161;9744;9492;10366;12432;2,7;2,8;2,9;2,7;2,7;2,5;2,4
"Acre";"S Outras atividades de serviços";838;930;878;914;815;793;859;1898;2281;2092;2143;2106;1913;2043;1329;1743;1548;1550;1581;1413;1381;12920;15960;18373;19526;21001;17524;18801;2,2;2,0;2,0;2,0;1,9;1,6;1,7
"Acre";"T Serviços domésticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Acre";"U Organismos internacionais e outras instituições extraterritoriais";1;1;1;1;1;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
"Amazonas";"J Informação e comunicação";353;346;350;380;442;428;468;3586;4020;3872;4719;5268;5515;5923;3110;3562;3422;4217;4654;4889;5232;57237;66775;74673;89393;103527;122699;151854;4,2;3,9;4,2;3,7;3,4;3,6;3,6
"Amazonas";"K Atividades financeiras, de seguros e serviços relacionados";203;197;190;199;180;200;215;1139;1365;1024;1219;1234;119612;1419;801;1032;661;836;911;119274;962;20274;23747;24883;17169;21865;7314972;29354;5,6;5,0;5,4;3,8;3,8;8,8;3,7
"Amazonas";"L Atividades imobiliárias";75;79;86;105;140;141;167;482;487;543;671;897;1052;995;343;345;390;490;650;786;705;4595;3303;5648;4979;25433;12996;11190;3,2;2,0;2,9;2,0;6,0;2,6;2,0
"Amazonas";"M Atividades profissionais, científicas e técnicas";739;803;951;1041;1226;1316;1338;3779;8200;5743;5478;6058;6585;6885;2733;7019;4386;3995;4303;4598;4886;50928;114397;104324;81066;90437;104017;118340;4,4;3,6;4,5;3,6;3,3;3,4;2,9
"Amazonas";"N Atividades administrativas e serviços complementares";1295;1412;1559;1615;1857;1921;2006;28541;31735;32469;44345;52927;48777;57168;26912;29828;30445;42271;50573;46242;54455;234747;244942;314140;394234;469562;567199;630905;2,0;1,7;2,0;1,8;1,7;1,7;1,6
"Amazonas";"O Administração pública, defesa e seguridade social";188;180;204;222;236;236;296;140924;146030;160402;164628;116678;113210;111288;140900;146030;160400;164624;116673;113207;110639;2440469;2692661;4827801;5608586;2930036;3137203;3776045;4,0;4,0;5,8;5,8;3,8;3,8;3,8
"Amazonas";"P Educação";607;727;777;815;856;761;767;14114;15458;44699;46946;60640;56131;61100;13570;14839;44048;46314;59954;55347;60270;300761;339271;831182;978040;1227013;1295986;1512884;5,0;4,9;3,6;3,6;3,1;3,1;3,1
"Amazonas";"Q Saúde humana e serviços sociais";626;683;730;782;853;866;897;10323;10762;11443;11447;20379;21802;21664;9319;9654;10252;10054;18953;20256;20154;129879;145809;202165;173572;436738;506664;577944;3,2;3,1;3,8;2,9;3,5;3,6;3,7
"Amazonas";"R Artes, cultura, esporte e recreação";280;277;276;269;314;309;301;1550;1536;1681;1909;1673;1476;1992;1239;1203;1380;1625;1379;1174;1692;11641;13657;17259;22041;17576;16315;33087;2,1;2,3;2,3;2,3;2,0;2,0;2,4
"Amazonas";"S Outras atividades de serviços";2570;2631;2737;2750;3189;3302;3046;10266;10478;11243;13206;14932;14036;12262;8251;8705;9159;10940;11376;10363;9512;102490;114351;136471;169340;205412;187708;188388;2,6;2,6;2,6;2,7;2,5;2,5;2,3
"Amazonas";"T Serviços domésticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Amazonas";"U Organismos internacionais e outras instituições extraterritoriais";4;3;3;3;3;3;4;11;9;9;9;11;11;11;7;7;7;7;7;7;7;107;102;111;112;109;113;112;3,2;3,0;2,6;2,6;2,3;2,3;2,0
"Roraima";"J Informação e comunicação";43;49;45;50;58;58;62;335;367;392;444;543;557;553;279;295;328;382;470;478;475;2540;2293;2720;3335;4572;5755;6628;2,0;1,6;1,6;1,6;1,7;1,9;1,8
"Roraima";"K Atividades financeiras, de seguros e serviços relacionados";29;29;33;32;30;31;32;141;337;412;418;154;164;217;73;303;370;379;110;124;159;1083;3765;4903;5310;1653;2187;3002;3,3;2,8;2,6;2,4;2,4;2,5;2,3
"Roraima";"L Atividades imobiliárias";25;25;36;33;42;43;31;65;78;102;78;67;90;78;29;31;22;25;24;36;40;197;219;266;186;222;395;521;1,7;1,5;2,3;1,5;1,7;1,6;1,7
"Roraima";"M Atividades profissionais, científicas e técnicas";114;132;158;155;185;182;186;467;565;1428;865;939;933;887;309;385;1222;648;699;678;627;2101;2796;11631;8360;11026;8222;12335;1,5;1,5;1,8;2,5;2,5;1,8;2,3
"Roraima";"N Atividades administrativas e serviços complementares";173;186;212;208;232;251;273;2861;4169;4712;5111;5819;7866;6301;2627;3932;4407;4834;5534;7530;5942;23924;30568;26838;36055;51726;68580;66543;2,1;1,6;1,2;1,3;1,4;1,5;1,5
"Roraima";"O Administração pública, defesa e seguridade social";38;43;44;51;51;52;60;12136;33380;36666;40043;44296;47359;45868;12136;33380;36666;40043;44292;47358;45868;315790;740925;838390;1027558;1189103;1277085;1411111;5,9;5,9;4,3;4,4;4,0;3,9;3,7
"Roraima";"P Educação";119;162;140;131;133;119;178;2159;2964;2845;2762;3292;3686;4044;2031;2803;2682;2620;3158;3532;3879;48674;63213;66503;67839;102918;123184;139371;5,3;4,8;4,7;4,3;4,9;4,9;4,5
"Roraima";"Q Saúde humana e serviços sociais";77;81;93;103;116;138;149;948;998;763;775;1175;1524;1487;829;884;627;644;1011;1283;1225;7337;8466;8495;8506;15075;19513;21019;2,0;2,0;2,1;2,2;2,2;2,2;2,1
"Roraima";"R Artes, cultura, esporte e recreação";59;75;95;73;82;101;71;166;204;252;220;220;241;226;102;106;122;144;131;149;138;609;734;793;1162;963;1152;1431;1,4;1,4;1,3;1,5;1,2;1,2;1,2
"Roraima";"S Outras atividades de serviços";493;515;518;506;533;476;481;1241;1910;1572;1111;1129;1169;1252;879;1245;1162;716;785;704;740;11349;11023;13806;8320;9291;8868;10544;2,7;2,4;2,1;2,0;1,8;1,7;1,7
"Roraima";"T Serviços domésticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Roraima";"U Organismos internacionais e outras instituições extraterritoriais";1;1;1;1;2;2;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
"Pará";"J Informação e comunicação";608;635;658;719;779;769;812;6430;6179;6438;6097;6609;7074;7414;5545;5214;5438;5030;5526;5940;6233;89216;93606;100163;94557;109529;111558;151620;3,7;3,7;3,5;3,2;3,1;2,8;2,9
"Pará";"K Atividades financeiras, de seguros e serviços relacionados";429;439;443;448;412;405;492;6543;6822;7110;7869;7379;7537;8032;5873;6259;6431;7222;6788;6874;7092;179224;203349;222148;234687;256912;302125;337863;7,2;6,8;6,7;5,7;5,8;6,3;6,0
"Pará";"L Atividades imobiliárias";117;134;152;192;247;278;351;1066;1434;1963;1949;2789;4025;4255;885;1195;1702;1597;2345;3555;3645;5231;8537;12712;22025;26254;35844;55369;1,3;1,5;1,5;1,7;2,5;2,0;2,0
"Pará";"M Atividades profissionais, científicas e técnicas";1309;1356;1602;1774;2052;2245;2413;9218;9911;11105;12756;14167;15745;17007;7176;7783;8676;10066;11190;12398;13319;88268;112209;132482;164604;193649;235288;347756;2,8;3,1;3,0;2,8;2,7;2,8;3,2
"Pará";"N Atividades administrativas e serviços complementares";2509;2625;2859;2971;3243;3364;3606;37657;39726;44423;46646;53758;56861;57887;34372;36284;40595;42836;49725;52432;53115;259975;298238;368344;409781;511188;607552;732183;1,7;1,7;1,7;1,7;1,7;1,7;1,6
"Pará";"O Administração pública, defesa e seguridade social";365;372;393;407;423;493;449;245044;258698;247674;273118;271724;378050;349926;245021;258688;247656;273105;271707;378030;349909;3344154;4000328;4213015;4823163;5422267;10656775;11455819;3,0;3,2;3,1;3,0;2,9;4,0;3,7
"Pará";"P Educação";2138;2401;2485;2639;2655;2304;2433;26980;29388;68459;67809;74957;81212;79195;25153;27267;66232;65354;72382;78388;76366;471469;529591;1296520;1319537;1813911;2024652;2580023;4,3;4,1;3,7;3,3;3,8;3,8;4,2
"Pará";"Q Saúde humana e serviços sociais";1171;1333;1448;1589;1713;1895;2011;20953;22514;26096;26713;39196;36522;53626;18874;20119;23491;24040;36286;33165;50183;207616;243044;317691;365238;628215;579248;1210101;2,5;2,6;2,6;2,6;2,6;2,5;3,0
"Pará";"R Artes, cultura, esporte e recreação";448;522;527;598;563;588;615;2980;3249;3495;3951;4177;4651;4896;2544;2770;2975;3260;3555;3960;4184;21401;25339;27178;59141;67827;70730;75914;1,9;1,9;1,8;3,0;2,9;2,6;2,3
"Pará";"S Outras atividades de serviços";6780;7305;7163;7715;8336;7781;8095;18348;21725;20303;20481;22736;22017;22201;13695;16737;15262;15151;16705;15589;15441;120692;162502;154217;171332;211751;205752;218796;2,0;2,0;1,9;1,9;1,9;1,9;1,7
"Pará";"T Serviços domésticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Pará";"U Organismos internacionais e outras instituições extraterritoriais";1;1;1;2;2;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
"Amapá";"J Informação e comunicação";74;65;73;74;93;100;93;385;499;514;515;498;518;668;283;402;405;397;361;350;503;2152;2994;3371;3629;3460;3128;5865;1,7;1,6;1,6;1,6;1,5;1,4;1,3
"Amapá";"K Atividades financeiras, de seguros e serviços relacionados";41;51;63;53;53;49;48;520;633;630;665;691;671;739;453;550;537;580;609;589;634;5595;6797;7946;8954;9785;9562;11948;2,9;3,3;2,6;2,6;2,4;2,4;2,4
"Amapá";"L Atividades imobiliárias";12;13;14;16;19;22;28;50;57;68;76;91;148;282;36;40;42;54;68;120;230;456;267;328;450;574;848;2299;2,9;1,5;1,5;1,4;1,3;1,4;1,5
"Amapá";"M Atividades profissionais, científicas e técnicas";129;136;193;181;217;232;232;521;649;804;882;1051;1144;1192;353;475;547;629;759;804;891;2923;3234;4698;7098;8338;9800;11546;1,9;1,7;1,9;2,2;1,9;1,8;1,6
"Amapá";"N Atividades administrativas e serviços complementares";269;293;303;292;345;398;391;3227;4653;4512;6442;7482;6413;7833;2891;4251;4135;6061;7043;5842;7312;22436;36384;37298;62504;67238;65408;92949;1,8;1,7;1,6;1,8;1,6;1,6;1,6
"Amapá";"O Administração pública, defesa e seguridade social";45;44;44;46;48;52;52;33492;38721;42062;48138;47790;50888;39509;33492;38721;42061;48136;47789;50886;39509;940361;1167776;1407174;1614950;1788363;1957961;2027449;6,3;6,0;6,4;5,7;5,5;5,7;5,4
"Amapá";"P Educação";395;447;457;442;468;223;224;4138;4933;4957;5818;6080;5012;5609;3943;4712;4773;5610;5854;4740;5361;41716;63297;55296;86395;98668;98225;109617;2,4;2,7;2,3;2,6;2,6;3,0;2,6
"Amapá";"Q Saúde humana e serviços sociais";103;108;117;126;129;165;169;911;917;953;1031;1092;1254;1304;728;718;728;802;873;973;1041;6858;8028;8493;9819;11750;14457;16862;2,2;2,2;2,2;2,1;2,0;2,1;2,0
"Amapá";"R Artes, cultura, esporte e recreação";54;75;81;63;87;109;91;181;233;268;225;290;369;338;129;153;166;161;186;236;226;824;840;1105;1079;1405;1919;2284;1,3;1,3;1,3;1,2;1,4;1,3;1,2
"Amapá";"S Outras atividades de serviços";449;431;481;541;560;868;796;2378;2649;2996;3180;2879;4471;4342;2042;2275;2686;2692;2470;3973;3789;16974;21075;26785;27794;27094;43696;45553;1,9;1,8;1,8;1,7;1,7;1,6;1,4
"Amapá";"T Serviços domésticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Amapá";"U Organismos internacionais e outras instituições extraterritoriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Tocantins";"J Informação e comunicação";216;185;218;235;278;281;302;929;908;1052;1002;1115;1137;1399;660;645;746;685;768;790;1014;7613;7897;9256;9217;10968;12774;19691;2,5;2,5;2,4;2,2;2,2;2,3;2,3
"Tocantins";"K Atividades financeiras, de seguros e serviços relacionados";97;92;108;123;125;133;143;478;300;307;539;553;609;734;330;186;165;373;400;426;490;3385;1619;1859;4755;5603;6769;8575;2,3;1,9;2,1;2,1;2,2;2,2;2,3
"Tocantins";"L Atividades imobiliárias";62;65;85;101;127;179;265;368;399;439;607;697;898;1055;274;301;292;421;512;641;617;1379;2071;2359;4133;5004;7026;9525;1,3;1,6;1,5;1,7;1,7;1,6;2,1
"Tocantins";"M Atividades profissionais, científicas e técnicas";625;662;740;839;997;1052;1163;2049;2215;2665;3161;3263;3696;4319;1269;1381;1721;2098;2150;2431;2882;13772;15989;21073;27568;31097;33107;44008;2,7;2,6;2,4;2,4;2,1;2,0;1,9
"Tocantins";"N Atividades administrativas e serviços complementares";473;541;591;734;800;901;1024;1952;2314;2410;3578;4030;5642;5946;1398;1662;1700;2666;3209;4620;4796;8484;10698;12361;20617;29976;41980;60546;1,4;1,4;1,5;1,5;1,5;1,4;1,5
"Tocantins";"O Administração pública, defesa e seguridade social";318;322;317;331;345;379;389;119583;124996;105987;114175;106440;104563;98359;119556;124975;105964;114164;106436;104555;98345;3038532;3533454;3620659;4231696;4705476;5088369;5540209;5,8;5,9;6,5;6,3;6,5;6,7;6,2
"Tocantins";"P Educação";535;588;578;600;635;536;529;4795;6088;33365;34483;34067;29011;26787;4447;5644;32877;33981;33557;28499;26164;74691;119127;615027;711157;840481;791874;869987;3,7;4,5;3,6;3,6;3,8;3,8;3,8
"Tocantins";"Q Saúde humana e serviços sociais";362;397;429;459;532;574;644;2931;3237;3618;3692;13049;14884;14895;2394;2684;3026;3024;12319;14031;13950;22365;25954;32080;35086;374674;491669;537755;2,0;2,0;2,0;2,0;4,6;4,9;4,7
"Tocantins";"R Artes, cultura, esporte e recreação";121;119;144;155;164;179;189;303;299;392;431;407;507;586;190;194;267;281;250;342;376;2107;1446;1987;2747;2589;3327;4502;2,4;1,4;1,4;1,4;1,5;1,4;1,4
"Tocantins";"S Outras atividades de serviços";1784;1859;1974;2049;2085;2153;2120;2812;2917;2945;3417;3608;3366;4063;1962;1978;1912;2166;2581;2222;2616;14053;16962;16664;19901;26438;25818;36523;1,7;1,7;1,5;1,5;1,6;1,6;1,7
"Tocantins";"T Serviços domésticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Tocantins";"U Organismos internacionais e outras instituições extraterritoriais";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Maranhão";"J Informação e comunicação";527;569;553;609;650;659;683;3017;3318;3433;3688;4124;4693;4959;2293;2528;2728;2861;3226;3775;3978;21304;25929;35132;41765;45698;58319;68621;2,1;2,2;2,5;2,6;2,2;2,3;2,1
"Maranhão";"K Atividades financeiras, de seguros e serviços relacionados";248;301;296;292;308;323;289;2358;2897;2597;2554;5599;1816;1680;1996;2417;2182;2132;5167;1361;1242;25154;29952;34077;35654;144284;20994;21050;2,8;2,6;2,9;2,9;4,4;2,0;2,1
"Maranhão";"L Atividades imobiliárias";120;121;166;198;255;290;346;632;712;895;973;1494;1810;2015;447;501;647;683;1100;1357;1497;3679;3165;5385;7758;11543;12898;16260;1,8;1,4;1,6;2,1;1,8;1,5;1,2
"Maranhão";"M Atividades profissionais, científicas e técnicas";1002;1093;1226;1377;1605;1700;1830;3839;4736;5467;6316;7607;7557;9079;2439;3140;3786;4394;5452;5139;6438;25889;30193;46291;50859;70045;71646;102233;2,3;2,1;2,3;2,1;2,2;2,1;2,1
"Maranhão";"N Atividades administrativas e serviços complementares";1792;1985;1958;2213;2355;2531;2683;26037;31010;34190;34002;37439;43863;46551;23831;28399;31669;31136;34486;40530;42857;195312;229742;276387;303292;386107;401781;508988;1,9;1,7;1,6;1,7;1,6;1,5;1,5
"Maranhão";"O Administração pública, defesa e seguridade social";487;460;457;460;535;542;504;179366;191037;186557;198566;193805;203727;184597;179360;191030;186542;198553;193773;203704;184572;2081987;2456447;2682663;3107493;3499002;3990400;4309023;2,6;2,7;2,7;2,6;2,7;2,8;2,6
"Maranhão";"P Educação";2349;2750;2626;2621;2684;2260;2084;14222;13426;47311;45200;58005;57305;57632;12857;11829;45607;43457;55974;55302;55792;190420;177112;775362;902698;1168731;1201959;1427071;3,3;3,1;3,2;3,4;3,2;3,1;3,2
"Maranhão";"Q Saúde humana e serviços sociais";1172;1277;1324;1456;1593;1663;1817;12872;14082;13971;17486;29714;34119;48001;10887;11889;11752;15081;27223;31167;44983;98074;117775;116774;175701;415642;495232;849640;2,1;2,1;1,9;2,1;2,4;2,4;2,4
"Maranhão";"R Artes, cultura, esporte e recreação";334;391;392;453;464;519;538;1074;1158;1327;1554;1720;1636;1815;704;719;934;1106;1234;1090;1237;4041;4612;6462;8895;11218;10336;12490;1,4;1,3;1,3;1,4;1,4;1,4;1,3
"Maranhão";"S Outras atividades de serviços";7797;8090;8187;8556;8378;8151;7942;21617;21640;22096;22575;22076;21805;23524;17263;16698;17247;17345;16335;16495;17726;135684;142094;158417;145562;171827;176152;217992;1,9;1,8;1,7;1,4;1,6;1,6;1,6
"Maranhão";"T Serviços domésticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Maranhão";"U Organismos internacionais e outras instituições extraterritoriais";-;1;-;-;-;-;-;-;X;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Piauí";"J Informação e comunicação";390;368;371;399;443;467;464;2019;1973;2120;2206;2423;2596;2698;1515;1468;1619;1644;1808;1920;2007;19147;15850;18466;20734;24181;29719;33798;2,9;2,2;2,2;2,2;2,1;2,3;2,1
"Piauí";"K Atividades financeiras, de seguros e serviços relacionados";152;152;149;154;184;162;183;1462;1913;1780;1935;2741;2137;2164;1194;1652;1517;1646;2417;1841;1805;21216;28139;21893;18528;39945;27578;30287;4,1;3,7;2,8;2,0;2,6;2,1;2,0
"Piauí";"L Atividades imobiliárias";100;100;114;116;133;147;202;536;466;581;668;974;1125;1029;370;302;388;472;770;877;692;2719;2134;2261;3445;4801;15082;7277;1,5;1,5;1,2;1,3;1,3;2,2;1,1
"Piauí";"M Atividades profissionais, científicas e técnicas";628;620;688;744;881;1012;1094;4347;4323;4731;5104;5868;6725;7205;3453;3412;3701;3995;4447;5039;5458;48002;46021;54383;65540;73540;82159;90896;3,2;2,9;2,9;2,8;2,6;2,4;2,2
"Piauí";"N Atividades administrativas e serviços complementares";1282;1241;1285;1368;1472;1544;1644;17464;19747;20572;22214;23497;27820;29972;15758;17830;18674;20295;21536;25635;27703;117467;137939;157428;186870;219120;287493;352949;1,7;1,6;1,6;1,6;1,5;1,6;1,6
"Piauí";"O Administração pública, defesa e seguridade social";529;527;562;604;571;576;540;121766;91886;102804;110073;97040;97330;96884;121757;91879;102788;110060;97033;97323;96869;1403046;1314026;1620174;1959379;1965084;2110979;2406292;2,6;2,9;3,0;3,0;3,1;3,1;2,9
"Piauí";"P Educação";1619;1796;1646;1687;1598;1332;1392;17760;47362;53155;47400;49824;48337;54525;16313;45750;51599;45632;48071;46421;52789;241431;740617;710350;817374;961828;1034913;1129028;3,5;3,3;2,6;2,7;2,7;2,7;2,7
"Piauí";"Q Saúde humana e serviços sociais";1061;1119;1232;1309;1564;1602;1719;14776;12978;18239;18081;33040;36381;36813;12829;10942;15954;15631;30273;33458;33705;132976;92089;200810;218723;488512;593629;693618;2,4;1,8;2,5;2,4;2,4;2,5;2,5
"Piauí";"R Artes, cultura, esporte e recreação";251;270;289;288;338;346;354;970;974;917;1075;1248;1203;1260;693;670;617;772;862;763;819;3855;4571;4625;6163;7184;7285;9011;1,4;1,5;1,4;1,3;1,3;1,4;1,3
"Piauí";"S Outras atividades de serviços";6591;6727;6695;6855;6012;5963;5911;12692;12857;14705;14347;14928;13166;13134;8403;8207;10315;9440;10486;8383;7980;55727;51255;68469;79241;97353;94845;94619;1,5;1,4;1,3;1,4;1,4;1,5;1,4
"Piauí";"T Serviços domésticos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"Piauí";"U Organismos internacionais e outras instituições extraterritoriais";-;-;-;-;1;-;1;-;-;-;-;X;-;X;-;-;-;-;X;-;X;-;-;-;-;X;-;X;-;-;-;-;X;-;X
"Ceará";"J Informação e comunicação";1399;1402;1391;1530;1720;1774;1882;8851;20837;9726;10419;12033;13031;14549;6762;18672;7549;8079;9445;10327;11793;86910;104435;116751;131621;157472;200651;234589;3,0;1,2;2,9;2,7;2,6;2,9;2,6
"Ceará";"K Atividades financeiras, de seguros e serviços relacionados";710;760;789;902;946;942;1115;8905;10667;12199;12431;12763;12919;15411;7729;9355;10682;10696;10971;11115;13334;295047;340557;413898;486582;582415;667734;771859;8,5;6,8;7,3;7,7;8,1;8,6;7,5
"Ceará";"L Atividades imobiliárias";532;590;709;818;983;1027;1194;2482;2589;3157;3782;4866;4954;5585;1455;1495;1846;2248;3013;2915;3392;12899;14442;18772;22947;30679;40659;51105;1,9;2,1;2,0;1,8;1,7;1,9;1,8
"Ceará";"M Atividades profissionais, científicas e técnicas";2724;2860;3051;3588;3918;4113;4440;11382;11770;13972;18565;21994;23319;25924;7272;7322;9149;13076;15895;17017;19055;94111;101337;131715;170548;228763;293376;328150;3,0;3,0;2,8;2,5;2,3;2,3;2,2
